full_description,Connector,Action,Description
The connector named splunk has an action named create_search which can be used for following - Create Search,splunk,create_search,Create Search
The connector named splunk has an action named get_saved_search which can be used for following - Get Saved Search,splunk,get_saved_search,Get Saved Search
The connector named splunk has an action named get_search which can be used for following - Get search,splunk,get_search,Get search
The connector named splunk has an action named get_search_results which can be used for following - Get search Results,splunk,get_search_results,Get search Results
The connector named splunk has an action named http_basic which can be used for following - Authenticates using username and password.,splunk,http_basic,Authenticates using username and password.
The connector named splunk has an action named connector which can be used for following - Splunk Connector,splunk,connector,Splunk Connector
The connector named symantec endpoint protection has an action named add_fingerprint_to_group which can be used for following - Add Fingerprint to Symantec Endpoint Protection Group for System Lockdown,symantec endpoint protection,add_fingerprint_to_group,Add Fingerprint to Symantec Endpoint Protection Group for System Lockdown
The connector named symantec endpoint protection has an action named create_new_blacklist which can be used for following - Adds a blacklist as a file fingerprint list to Symantec Endpoint Protection Manager.,symantec endpoint protection,create_new_blacklist,Adds a blacklist as a file fingerprint list to Symantec Endpoint Protection Manager.
The connector named symantec endpoint protection has an action named delete_blacklist which can be used for following - Deletes a Blacklist on Symantec Endpoint Protection Manager.,symantec endpoint protection,delete_blacklist,Deletes a Blacklist on Symantec Endpoint Protection Manager.
The connector named symantec endpoint protection has an action named get_blacklist_fingerprint_file_by_name which can be used for following - Gets the file fingerprint list for a specified Name as a set of hash values.,symantec endpoint protection,get_blacklist_fingerprint_file_by_name,Gets the file fingerprint list for a specified Name as a set of hash values.
The connector named symantec endpoint protection has an action named get_domains which can be used for following - Get a list of all accessible Symantec Endpoint Protection Manager domains,symantec endpoint protection,get_domains,Get a list of all accessible Symantec Endpoint Protection Manager domains
The connector named symantec endpoint protection has an action named get_file_fingerprint_by_id which can be used for following - Get the fle fngerprint list for a specifed ID as a set of hash values.,symantec endpoint protection,get_file_fingerprint_by_id,Get the fle fngerprint list for a specifed ID as a set of hash values.
The connector named symantec endpoint protection has an action named get_group which can be used for following - Get Groups from Symantec Endpoint Protection,symantec endpoint protection,get_group,Get Groups from Symantec Endpoint Protection
The connector named symantec endpoint protection has an action named update_blacklist which can be used for following - Updates an existing blacklist. A system administrator account is required for this REST API.,symantec endpoint protection,update_blacklist,Updates an existing blacklist. A system administrator account is required for this REST API.
The connector named symantec endpoint protection has an action named update_content_command which can be used for following - Sends a command from SEPM to SEP endpoints to update content. A system administrator account is required for this REST API.,symantec endpoint protection,update_content_command,Sends a command from SEPM to SEP endpoints to update content. A system administrator account is required for this REST API.
The connector named symantec endpoint protection has an action named apikey which can be used for following - Authenticates using an API Key,symantec endpoint protection,apikey,Authenticates using an API Key
The connector named symantec endpoint protection has an action named connector which can be used for following - Symantec Endpoint Protection,symantec endpoint protection,connector,Symantec Endpoint Protection
The connector named anyrun has an action named get_history which can be used for following - Get history,anyrun,get_history,Get history
The connector named anyrun has an action named get_report which can be used for following - Get report,anyrun,get_report,Get report
The connector named anyrun has an action named request_available_environment which can be used for following - Request available environment,anyrun,request_available_environment,Request available environment
The connector named anyrun has an action named request_user_limits which can be used for following - Request users limits,anyrun,request_user_limits,Request users limits
The connector named anyrun has an action named run_new_analysis which can be used for following - Run new analysis,anyrun,run_new_analysis,Run new analysis
The connector named anyrun has an action named http_basic which can be used for following - Authenticates using username and password.,anyrun,http_basic,Authenticates using username and password.
The connector named anyrun has an action named connector which can be used for following - Any Run connector,anyrun,connector,Any Run connector
The connector named swimlane util has an action named get_mime_type which can be used for following - Get MIME type of attachment,swimlane util,get_mime_type,Get MIME type of attachment
"The connector named swimlane util has an action named hash_files_and_strings which can be used for following - Provide MD5, SHA1, SHA256 Hashes for an uploaded file or provided string.",swimlane util,hash_files_and_strings,"Provide MD5, SHA1, SHA256 Hashes for an uploaded file or provided string."
The connector named swimlane util has an action named ioc_parser which can be used for following - Parse an IOC from a text field or a String of IOC(s) each separated by a comma.,swimlane util,ioc_parser,Parse an IOC from a text field or a String of IOC(s) each separated by a comma.
The connector named swimlane util has an action named connector which can be used for following - This plugin contains various utility tasks.,swimlane util,connector,This plugin contains various utility tasks.
The connector named ibm controldesk has an action named create_incident which can be used for following - Create an Incident,ibm controldesk,create_incident,Create an Incident
The connector named ibm controldesk has an action named get_incident which can be used for following - Get an Incident,ibm controldesk,get_incident,Get an Incident
The connector named ibm controldesk has an action named get_incidents which can be used for following - Get Multiple Incidents,ibm controldesk,get_incidents,Get Multiple Incidents
The connector named ibm controldesk has an action named update_incident which can be used for following - Update an Incident,ibm controldesk,update_incident,Update an Incident
The connector named ibm controldesk has an action named http_basic which can be used for following - Authenticates using username and password.,ibm controldesk,http_basic,Authenticates using username and password.
The connector named ibm controldesk has an action named http_bearer which can be used for following - Authenticates using bearer token,ibm controldesk,http_bearer,Authenticates using bearer token
The connector named ibm controldesk has an action named connector which can be used for following - IBM Control Desk Connector,ibm controldesk,connector,IBM Control Desk Connector
The connector named have i been pwned has an action named get_a_single_breached_site which can be used for following - Retrieve information about a single breach,have i been pwned,get_a_single_breached_site,Retrieve information about a single breach
"The connector named have i been pwned has an action named get_all_breached_sites_in_the_system which can be used for following - A breach is an instance of a system having been compromised by an attacker and the data disclosed. For example, Adobe was a breach, Gawker was a breach etc. It is possible to return the details of each of breach in the system.",have i been pwned,get_all_breached_sites_in_the_system,"A breach is an instance of a system having been compromised by an attacker and the data disclosed. For example, Adobe was a breach, Gawker was a breach etc. It is possible to return the details of each of breach in the system."
The connector named have i been pwned has an action named get_all_breaches_for_an_account which can be used for following - The most common use of the API is to return a list of all breaches a particular account has been involved in.,have i been pwned,get_all_breaches_for_an_account,The most common use of the API is to return a list of all breaches a particular account has been involved in.
"The connector named have i been pwned has an action named get_all_data_classes which can be used for following - A data class is an attribute of a record compromised in a breach (ie. Email Address, Credit Card Number)",have i been pwned,get_all_data_classes,"A data class is an attribute of a record compromised in a breach (ie. Email Address, Credit Card Number)"
The connector named have i been pwned has an action named get_all_pastes_for_an_account which can be used for following - The API takes a single parameter which is the email address to be searched for. The email is not case sensitive and will be trimmed of leading or trailing white spaces.,have i been pwned,get_all_pastes_for_an_account,The API takes a single parameter which is the email address to be searched for. The email is not case sensitive and will be trimmed of leading or trailing white spaces.
The connector named have i been pwned has an action named apikey which can be used for following - Authenticates using an API Key,have i been pwned,apikey,Authenticates using an API Key
The connector named have i been pwned has an action named connector which can be used for following - Connector to integrate with Have I Been Pwned API v3,have i been pwned,connector,Connector to integrate with Have I Been Pwned API v3
The connector named sos objects 1 has an action named actor which can be used for following -,sos objects 1,actor,
The connector named sos objects 1 has an action named attack which can be used for following -,sos objects 1,attack,
The connector named sos objects 1 has an action named cloud which can be used for following -,sos objects 1,cloud,
The connector named sos objects 1 has an action named compliance which can be used for following -,sos objects 1,compliance,
The connector named sos objects 1 has an action named cve which can be used for following -,sos objects 1,cve,
The connector named sos objects 1 has an action named cvss which can be used for following -,sos objects 1,cvss,
The connector named sos objects 1 has an action named device which can be used for following -,sos objects 1,device,
The connector named sos objects 1 has an action named device_hw_info which can be used for following -,sos objects 1,device_hw_info,
The connector named sos objects 1 has an action named digital_signature which can be used for following -,sos objects 1,digital_signature,
The connector named sos objects 1 has an action named display which can be used for following -,sos objects 1,display,
The connector named sos objects 1 has an action named email which can be used for following -,sos objects 1,email,
The connector named sos objects 1 has an action named email_auth which can be used for following -,sos objects 1,email_auth,
The connector named sos objects 1 has an action named enrichment which can be used for following -,sos objects 1,enrichment,
The connector named sos objects 1 has an action named feature which can be used for following -,sos objects 1,feature,
The connector named sos objects 1 has an action named file which can be used for following -,sos objects 1,file,
The connector named sos objects 1 has an action named finding which can be used for following -,sos objects 1,finding,
The connector named sos objects 1 has an action named fingerprint which can be used for following -,sos objects 1,fingerprint,
The connector named sos objects 1 has an action named group which can be used for following -,sos objects 1,group,
The connector named sos objects 1 has an action named image which can be used for following -,sos objects 1,image,
The connector named sos objects 1 has an action named keyboard_info which can be used for following -,sos objects 1,keyboard_info,
The connector named sos objects 1 has an action named location which can be used for following -,sos objects 1,location,
The connector named sos objects 1 has an action named log_source which can be used for following -,sos objects 1,log_source,
The connector named sos objects 1 has an action named malware which can be used for following -,sos objects 1,malware,
The connector named sos objects 1 has an action named metadata which can be used for following -,sos objects 1,metadata,
The connector named sos objects 1 has an action named metric which can be used for following -,sos objects 1,metric,
The connector named sos objects 1 has an action named mime_part which can be used for following -,sos objects 1,mime_part,
The connector named sos objects 1 has an action named network_interface which can be used for following -,sos objects 1,network_interface,
The connector named sos objects 1 has an action named object which can be used for following -,sos objects 1,object,
The connector named sos objects 1 has an action named observable which can be used for following -,sos objects 1,observable,
The connector named sos objects 1 has an action named os which can be used for following -,sos objects 1,os,
The connector named sos objects 1 has an action named package which can be used for following -,sos objects 1,package,
The connector named sos objects 1 has an action named process which can be used for following -,sos objects 1,process,
The connector named sos objects 1 has an action named product which can be used for following -,sos objects 1,product,
The connector named sos objects 1 has an action named remediation which can be used for following -,sos objects 1,remediation,
The connector named sos objects 1 has an action named reputation which can be used for following -,sos objects 1,reputation,
The connector named sos objects 1 has an action named resource which can be used for following -,sos objects 1,resource,
The connector named sos objects 1 has an action named rule which can be used for following -,sos objects 1,rule,
The connector named sos objects 1 has an action named smtp_header which can be used for following -,sos objects 1,smtp_header,
The connector named sos objects 1 has an action named tactic which can be used for following -,sos objects 1,tactic,
The connector named sos objects 1 has an action named technique which can be used for following -,sos objects 1,technique,
The connector named sos objects 1 has an action named user which can be used for following -,sos objects 1,user,
The connector named sos objects 1 has an action named vulnerability which can be used for following -,sos objects 1,vulnerability,
The connector named sos objects 1 has an action named connector which can be used for following - OCSF Objects Creator,sos objects 1,connector,OCSF Objects Creator
The connector named virustotal has an action named analyse_a_url which can be used for following - POST URL for analysis,virustotal,analyse_a_url,POST URL for analysis
The connector named virustotal has an action named analyse_file which can be used for following - Analyse a file,virustotal,analyse_file,Analyse a file
The connector named virustotal has an action named analyses_get which can be used for following - Get Analyses details by ID,virustotal,analyses_get,Get Analyses details by ID
The connector named virustotal has an action named reanalyse_file which can be used for following - Reanalyse a file already in VirusTotal,virustotal,reanalyse_file,Reanalyse a file already in VirusTotal
The connector named virustotal has an action named reanalyse_url which can be used for following - Reanalyse URL by ID,virustotal,reanalyse_url,Reanalyse URL by ID
"The connector named virustotal has an action named search which can be used for following - Search domains, IP addresses, files, URLs and comments",virustotal,search,"Search domains, IP addresses, files, URLs and comments"
The connector named virustotal has an action named apikey which can be used for following - Authenticates using an API Key,virustotal,apikey,Authenticates using an API Key
"The connector named virustotal has an action named connector which can be used for following - Analyze suspicious files, domains, IPs and URLs to detect malware and other breaches, automatically share them with the security community",virustotal,connector,"Analyze suspicious files, domains, IPs and URLs to detect malware and other breaches, automatically share them with the security community"
The connector named maxmind geolite2 has an action named asn_lookup which can be used for following - Get ASN for an IP using GeoLite2,maxmind geolite2,asn_lookup,Get ASN for an IP using GeoLite2
The connector named maxmind geolite2 has an action named geo_lookup which can be used for following - Get geographical data for an IP using GeoLite2,maxmind geolite2,geo_lookup,Get geographical data for an IP using GeoLite2
The connector named maxmind geolite2 has an action named connector which can be used for following - GeoLite2 API,maxmind geolite2,connector,GeoLite2 API
The connector named ipinfo io has an action named get_ip which can be used for following - Get IP Details,ipinfo io,get_ip,Get IP Details
The connector named ipinfo io has an action named custom which can be used for following - IPInfo Asset,ipinfo io,custom,IPInfo Asset
The connector named ipinfo io has an action named connector which can be used for following - IPInfo Connector,ipinfo io,connector,IPInfo Connector
The connector named whois has an action named parse_whois_text which can be used for following - Parse WHOIS Text,whois,parse_whois_text,Parse WHOIS Text
The connector named whois has an action named whois_lookup which can be used for following - Perform a WHOIS Lookup on a Domain,whois,whois_lookup,Perform a WHOIS Lookup on a Domain
The connector named whois has an action named connector which can be used for following - WhoIs Connector,whois,connector,WhoIs Connector
The connector named turbine has an action named http_apikey which can be used for following - Authenticate with an API key,turbine,http_apikey,Authenticate with an API key
The connector named turbine has an action named http_basic which can be used for following - Authenticate with a username and password,turbine,http_basic,Authenticate with a username and password
"The connector named turbine has an action named http_bearer which can be used for following - Authenticate with a bearer token (e.g., JSON Web Token)",turbine,http_bearer,"Authenticate with a bearer token (e.g., JSON Web Token)"
The connector named turbine has an action named http_oauth2_client which can be used for following - Authenticate with OAuth 2.0 client credentials grant,turbine,http_oauth2_client,Authenticate with OAuth 2.0 client credentials grant
The connector named turbine has an action named http_oauth2_password which can be used for following - Authenticate with OAuth 2.0 password grant,turbine,http_oauth2_password,Authenticate with OAuth 2.0 password grant
The connector named turbine has an action named http_proxy which can be used for following - Configure a proxy to route requests through,turbine,http_proxy,Configure a proxy to route requests through
The connector named turbine has an action named custom_webhook which can be used for following - Creates a custom webhook,turbine,custom_webhook,Creates a custom webhook
The connector named turbine has an action named average which can be used for following - Computes the mean value of an array of numbers.,turbine,average,Computes the mean value of an array of numbers.
The connector named turbine has an action named max which can be used for following - Retrieves the largest number in an array of numbers.,turbine,max,Retrieves the largest number in an array of numbers.
The connector named turbine has an action named min which can be used for following - Retrieves the smallest number in an array of numbers.,turbine,min,Retrieves the smallest number in an array of numbers.
The connector named turbine has an action named sum which can be used for following - Computes the sum of an array of numbers.,turbine,sum,Computes the sum of an array of numbers.
"The connector named turbine has an action named adjust_number_basic which can be used for following - Adjusts a number by adding to, subtracting from, multiplying by, dividing by, or computing the modulo with another number.",turbine,adjust_number_basic,"Adjusts a number by adding to, subtracting from, multiplying by, dividing by, or computing the modulo with another number."
The connector named turbine has an action named evaluate_numeric_expression which can be used for following - Evaluates a mathematical expression.,turbine,evaluate_numeric_expression,Evaluates a mathematical expression.
"The connector named turbine has an action named append which can be used for following - Returns an array containing the values of the first array followed by the values of the second array. If either input is not an array, returns an array containing the value of first input followed by the value of the second input.",turbine,append,"Returns an array containing the values of the first array followed by the values of the second array. If either input is not an array, returns an array containing the value of first input followed by the value of the second input."
The connector named turbine has an action named count which can be used for following - Returns the total number of items in an array (i.e. array length).,turbine,count,Returns the total number of items in an array (i.e. array length).
The connector named turbine has an action named diff_basic which can be used for following - Returns the difference between two arrays (i.e. items that are in one array but not the other).,turbine,diff_basic,Returns the difference between two arrays (i.e. items that are in one array but not the other).
The connector named turbine has an action named distinct which can be used for following - Returns an array containing the unique values of the input array (duplicate values removed).,turbine,distinct,Returns an array containing the unique values of the input array (duplicate values removed).
The connector named turbine has an action named get_item which can be used for following - Retrieves an item from an array at a specific index.,turbine,get_item,Retrieves an item from an array at a specific index.
The connector named turbine has an action named get_subarray which can be used for following - Retrieves the items of an array that exist within a specific range.,turbine,get_subarray,Retrieves the items of an array that exist within a specific range.
"The connector named turbine has an action named prepend which can be used for following - Returns an array containing the values of the second array followed by the values of the first array. If either input is not an array, returns an array containing the value of second input followed by the value of the first input.",turbine,prepend,"Returns an array containing the values of the second array followed by the values of the first array. If either input is not an array, returns an array containing the value of second input followed by the value of the first input."
The connector named turbine has an action named remove_item which can be used for following - Removes all instances of a value from an array.,turbine,remove_item,Removes all instances of a value from an array.
The connector named turbine has an action named adjust_datetime which can be used for following - Adds or subtracts a specified amount of time.,turbine,adjust_datetime,Adds or subtracts a specified amount of time.
"The connector named turbine has an action named convert_datetime which can be used for following - Converts a date/time to ISO-8601, Unix epoch, or a custom format.",turbine,convert_datetime,"Converts a date/time to ISO-8601, Unix epoch, or a custom format."
The connector named turbine has an action named parse_datetime which can be used for following - Gets a date/time and converts it to an ISO-8601 date/time.,turbine,parse_datetime,Gets a date/time and converts it to an ISO-8601 date/time.
The connector named turbine has an action named parse_datetime_basic which can be used for following - Gets a date/time and converts it to an ISO-8601 date/time.,turbine,parse_datetime_basic,Gets a date/time and converts it to an ISO-8601 date/time.
The connector named turbine has an action named set_timezone which can be used for following - Converts a date/time to a specific time zone or offset.,turbine,set_timezone,Converts a date/time to a specific time zone or offset.
The connector named turbine has an action named get_value which can be used for following - Retrieves the value of a property from an object.,turbine,get_value,Retrieves the value of a property from an object.
The connector named turbine has an action named base64_decode which can be used for following - Converts a base 64-encoded value to a string using a UTF-8 encoding scheme.,turbine,base64_decode,Converts a base 64-encoded value to a string using a UTF-8 encoding scheme.
The connector named turbine has an action named base64_encode which can be used for following - Converts a string to base 64 representation.,turbine,base64_encode,Converts a string to base 64 representation.
The connector named turbine has an action named contains_basic which can be used for following - Determines if a string contains at least one occurrence of a search term.,turbine,contains_basic,Determines if a string contains at least one occurrence of a search term.
The connector named turbine has an action named defang which can be used for following - Replaces and/or surrounds certain characters in a string to render it unactionable (e.g. non-clickable).,turbine,defang,Replaces and/or surrounds certain characters in a string to render it unactionable (e.g. non-clickable).
The connector named turbine has an action named match_basic which can be used for following - Finds occurrences of a search term in a string and returns an array of all indices where the search term is located.,turbine,match_basic,Finds occurrences of a search term in a string and returns an array of all indices where the search term is located.
The connector named turbine has an action named refang which can be used for following - Restores a defanged string to its original value to re-render it actionable (e.g. clickable).,turbine,refang,Restores a defanged string to its original value to re-render it actionable (e.g. clickable).
The connector named turbine has an action named regex_contains which can be used for following - Determines if a string contains at least one occurrence of a regular expression pattern.,turbine,regex_contains,Determines if a string contains at least one occurrence of a regular expression pattern.
The connector named turbine has an action named regex_matches which can be used for following - Finds occurrences of a regular expression pattern in a string and returns an array of matched strings.,turbine,regex_matches,Finds occurrences of a regular expression pattern in a string and returns an array of matched strings.
The connector named turbine has an action named regex_replace which can be used for following - Finds occurrences of a regular expression pattern in a string and replaces each occurrence with another string.,turbine,regex_replace,Finds occurrences of a regular expression pattern in a string and replaces each occurrence with another string.
The connector named turbine has an action named regex_split which can be used for following - Finds occurrences of a regular expression pattern in a string and splits the string into an array of substrings for each occurrence.,turbine,regex_split,Finds occurrences of a regular expression pattern in a string and splits the string into an array of substrings for each occurrence.
The connector named turbine has an action named replace_basic which can be used for following - Finds occurrences of a search term in a string and replaces each occurrence with another string.,turbine,replace_basic,Finds occurrences of a search term in a string and replaces each occurrence with another string.
The connector named turbine has an action named split which can be used for following - Finds occurrences a delimiter in a string and splits the string into an array of substrings for each occurrence.,turbine,split,Finds occurrences a delimiter in a string and splits the string into an array of substrings for each occurrence.
The connector named turbine has an action named connector which can be used for following - A system level connector for custom entities,turbine,connector,A system level connector for custom entities
The connector named demo data has an action named create_alert_triage_records which can be used for following - Creates Alert Triage Records,demo data,create_alert_triage_records,Creates Alert Triage Records
The connector named demo data has an action named http_basic which can be used for following - Authenticates using username and password.,demo data,http_basic,Authenticates using username and password.
The connector named demo data has an action named connector which can be used for following - Creates Demo Data in the Environment,demo data,connector,Creates Demo Data in the Environment
The connector named cisco umbrella enforcement has an action named delete_domain which can be used for following - Deletes a domain from the shared customers domain list.,cisco umbrella enforcement,delete_domain,Deletes a domain from the shared customers domain list.
The connector named cisco umbrella enforcement has an action named list_domains which can be used for following - Gathers the lists of domains already added to the shared customers domain list.,cisco umbrella enforcement,list_domains,Gathers the lists of domains already added to the shared customers domain list.
The connector named cisco umbrella enforcement has an action named post_domain which can be used for following - Posts a malicious event to the API for processing and optionally adding to a customers domain lists.,cisco umbrella enforcement,post_domain,Posts a malicious event to the API for processing and optionally adding to a customers domain lists.
The connector named cisco umbrella enforcement has an action named apikey which can be used for following - Authenticates using an API Key,cisco umbrella enforcement,apikey,Authenticates using an API Key
The connector named cisco umbrella enforcement has an action named connector which can be used for following - Cisco Umbrella (Formerly OpenDNS) Security API,cisco umbrella enforcement,connector,Cisco Umbrella (Formerly OpenDNS) Security API
The connector named cisco umbrella investigate has an action named domain_risk_score which can be used for following - The Umbrella Investigate Risk Score is based on an analysis of the lexical characteristics of the domain name and patterns in queries and requests to the domain.,cisco umbrella investigate,domain_risk_score,The Umbrella Investigate Risk Score is based on an analysis of the lexical characteristics of the domain name and patterns in queries and requests to the domain.
The connector named cisco umbrella investigate has an action named get_passive_dns_history_for_domain which can be used for following - Filter for records with security categories.,cisco umbrella investigate,get_passive_dns_history_for_domain,Filter for records with security categories.
The connector named cisco umbrella investigate has an action named get_passive_dns_results_by_ip which can be used for following - Filter for records with security categories.,cisco umbrella investigate,get_passive_dns_results_by_ip,Filter for records with security categories.
The connector named cisco umbrella investigate has an action named query_domain which can be used for following - Queries Cisco Umbrella information on the domain.,cisco umbrella investigate,query_domain,Queries Cisco Umbrella information on the domain.
"The connector named cisco umbrella investigate has an action named related_domains_for_a_domain which can be used for following - This API method returns a list of domain names that have been frequently requested around the same time (up to 60 seconds before or after) as the given domain name, but that are not frequently associated with other domain names.",cisco umbrella investigate,related_domains_for_a_domain,"This API method returns a list of domain names that have been frequently requested around the same time (up to 60 seconds before or after) as the given domain name, but that are not frequently associated with other domain names."
The connector named cisco umbrella investigate has an action named security_information_for_a_domain which can be used for following - List multiple scores or security features for a domain.,cisco umbrella investigate,security_information_for_a_domain,List multiple scores or security features for a domain.
The connector named cisco umbrella investigate has an action named whois_domain which can be used for following - This endpoint returns WHOIS information for the specified domain,cisco umbrella investigate,whois_domain,This endpoint returns WHOIS information for the specified domain
"The connector named cisco umbrella investigate has an action named http_bearer which can be used for following - Authenticates using bearer token such as a JWT, etc.",cisco umbrella investigate,http_bearer,"Authenticates using bearer token such as a JWT, etc."
The connector named cisco umbrella investigate has an action named connector which can be used for following - The Umbrella Investigate API provides a complete view of domains in relation to IP and autonomous system number (ASN) information.,cisco umbrella investigate,connector,The Umbrella Investigate API provides a complete view of domains in relation to IP and autonomous system number (ASN) information.
The connector named nozomi has an action named query which can be used for following - Query,nozomi,query,Query
The connector named nozomi has an action named run_command which can be used for following - Run command,nozomi,run_command,Run command
The connector named nozomi has an action named http_basic which can be used for following - Authenticates using username and password.,nozomi,http_basic,Authenticates using username and password.
The connector named nozomi has an action named connector which can be used for following - Nozomi Connector,nozomi,connector,Nozomi Connector
The connector named ibm qradar has an action named local_destination_addresses_get which can be used for following - Retrieve an offense local destination address,ibm qradar,local_destination_addresses_get,Retrieve an offense local destination address
The connector named ibm qradar has an action named log_source_types_get which can be used for following - Retrieves a list of log source types,ibm qradar,log_source_types_get,Retrieves a list of log source types
The connector named ibm qradar has an action named log_sources_create which can be used for following - Creates a new log source,ibm qradar,log_sources_create,Creates a new log source
The connector named ibm qradar has an action named log_sources_get which can be used for following - Retrieves a list of log sources,ibm qradar,log_sources_get,Retrieves a list of log sources
The connector named ibm qradar has an action named offenses_get which can be used for following - Retrieve a list of offenses currently in the system,ibm qradar,offenses_get,Retrieve a list of offenses currently in the system
The connector named ibm qradar has an action named offenses_get_by_id which can be used for following - Retrieve an offense structure that describes properties of an offense,ibm qradar,offenses_get_by_id,Retrieve an offense structure that describes properties of an offense
The connector named ibm qradar has an action named offenses_notes_create which can be used for following - Create a note on an offense,ibm qradar,offenses_notes_create,Create a note on an offense
The connector named ibm qradar has an action named offenses_notes_get which can be used for following - Retrieve a list of notes for an offense,ibm qradar,offenses_notes_get,Retrieve a list of notes for an offense
The connector named ibm qradar has an action named offenses_update which can be used for following - Update an offense,ibm qradar,offenses_update,Update an offense
The connector named ibm qradar has an action named query_create which can be used for following - Creates a new Ariel search as specified by the Ariel Query Language (AQL) query expression,ibm qradar,query_create,Creates a new Ariel search as specified by the Ariel Query Language (AQL) query expression
The connector named ibm qradar has an action named query_get_result which can be used for following - Retrieve the results of the Ariel search that is identified by the search ID,ibm qradar,query_get_result,Retrieve the results of the Ariel search that is identified by the search ID
"The connector named ibm qradar has an action named query_get_status which can be used for following - Retrieve status information for a query, based on the search ID parameter",ibm qradar,query_get_status,"Retrieve status information for a query, based on the search ID parameter"
The connector named ibm qradar has an action named rule_get which can be used for following - Retrieves a rule,ibm qradar,rule_get,Retrieves a rule
The connector named ibm qradar has an action named source_addresses_get which can be used for following - Retrieve a list offense source addresses currently in the system,ibm qradar,source_addresses_get,Retrieve a list offense source addresses currently in the system
The connector named ibm qradar has an action named apikey which can be used for following - Authenticates using an API Key,ibm qradar,apikey,Authenticates using an API Key
The connector named ibm qradar has an action named connector which can be used for following - IBM QRadar connector,ibm qradar,connector,IBM QRadar connector
The connector named urlscan has an action named get_result which can be used for following - Get result from a submission,urlscan,get_result,Get result from a submission
The connector named urlscan has an action named get_result_dom_snapshot which can be used for following - Get result Snapshot from a submission,urlscan,get_result_dom_snapshot,Get result Snapshot from a submission
The connector named urlscan has an action named get_result_screenshot which can be used for following - Get result screenshot from a submission,urlscan,get_result_screenshot,Get result screenshot from a submission
The connector named urlscan has an action named quotas_and_rate_limiting which can be used for following - Get quotas and rate limit for your user,urlscan,quotas_and_rate_limiting,Get quotas and rate limit for your user
The connector named urlscan has an action named search which can be used for following - Searches urlscan records with an ElasticSearch query,urlscan,search,Searches urlscan records with an ElasticSearch query
The connector named urlscan has an action named submit which can be used for following - Submit a URL to be scanned,urlscan,submit,Submit a URL to be scanned
The connector named urlscan has an action named apikey which can be used for following - Authenticates using an API Key,urlscan,apikey,Authenticates using an API Key
The connector named urlscan has an action named connector which can be used for following - Urlscan api connector,urlscan,connector,Urlscan api connector
The connector named checkpoint r80 has an action named access_layer_create which can be used for following - Create a new access layer,checkpoint r80,access_layer_create,Create a new access layer
The connector named checkpoint r80 has an action named access_layer_delete which can be used for following - Delete an access layer,checkpoint r80,access_layer_delete,Delete an access layer
The connector named checkpoint r80 has an action named access_layer_get which can be used for following - Get a single access layer,checkpoint r80,access_layer_get,Get a single access layer
The connector named checkpoint r80 has an action named access_layer_retrieve_all which can be used for following - Get all access layers,checkpoint r80,access_layer_retrieve_all,Get all access layers
The connector named checkpoint r80 has an action named access_layer_update which can be used for following - Update an access layer,checkpoint r80,access_layer_update,Update an access layer
The connector named checkpoint r80 has an action named access_rule_create which can be used for following - Create a new access rule,checkpoint r80,access_rule_create,Create a new access rule
The connector named checkpoint r80 has an action named access_rule_delete which can be used for following - Delete an access rule,checkpoint r80,access_rule_delete,Delete an access rule
The connector named checkpoint r80 has an action named access_rule_update which can be used for following - Update an access rule,checkpoint r80,access_rule_update,Update an access rule
The connector named checkpoint r80 has an action named application_site_category_create which can be used for following - Create an application site category,checkpoint r80,application_site_category_create,Create an application site category
The connector named checkpoint r80 has an action named application_site_category_delete which can be used for following - Delete an application site,checkpoint r80,application_site_category_delete,Delete an application site
The connector named checkpoint r80 has an action named application_site_category_get which can be used for following - Get a single application site category,checkpoint r80,application_site_category_get,Get a single application site category
The connector named checkpoint r80 has an action named application_site_category_retrieve_all which can be used for following - Get all application site categories,checkpoint r80,application_site_category_retrieve_all,Get all application site categories
The connector named checkpoint r80 has an action named application_site_category_update which can be used for following - Update an application site category,checkpoint r80,application_site_category_update,Update an application site category
The connector named checkpoint r80 has an action named application_site_create which can be used for following - Create an application site,checkpoint r80,application_site_create,Create an application site
The connector named checkpoint r80 has an action named application_site_delete which can be used for following - Delete an application site,checkpoint r80,application_site_delete,Delete an application site
The connector named checkpoint r80 has an action named application_site_get which can be used for following - Get an application site,checkpoint r80,application_site_get,Get an application site
The connector named checkpoint r80 has an action named application_site_retrieve_all which can be used for following - Get all application sites,checkpoint r80,application_site_retrieve_all,Get all application sites
The connector named checkpoint r80 has an action named application_site_update which can be used for following - Update an application site,checkpoint r80,application_site_update,Update an application site
The connector named checkpoint r80 has an action named domain_create which can be used for following - Create a domain,checkpoint r80,domain_create,Create a domain
The connector named checkpoint r80 has an action named domain_delete which can be used for following - Delete a domain,checkpoint r80,domain_delete,Delete a domain
The connector named checkpoint r80 has an action named domain_get which can be used for following - Get a single domain,checkpoint r80,domain_get,Get a single domain
The connector named checkpoint r80 has an action named domain_retrieve_all which can be used for following - Get all domains,checkpoint r80,domain_retrieve_all,Get all domains
The connector named checkpoint r80 has an action named domain_update which can be used for following - Update a domain,checkpoint r80,domain_update,Update a domain
The connector named checkpoint r80 has an action named group_create which can be used for following - Create a new Group,checkpoint r80,group_create,Create a new Group
